Code,Name,Geography,Mid-2024,,,,,,,,Mid-2016,Mid-2015,Mid-2014,Mid-2013,Mid-2012,Mid-2011
E09000026,Redbridge,London Borough,"321,231",,,,,,,,"304,369","301,022","295,837","289,976","285,437","281,395"
E09000027,Richmond upon Thames,London Borough,"196,678",,,,,,,,"196,293","194,966","194,492","192,375","189,934","187,527"
E09000029,Sutton,London Borough,"214,525",,,,,,,,"203,299","201,208","199,144","196,678","193,982","191,123"
E09000031,Waltham Forest,London Borough,"279,737",,,,,,,,"277,081","274,579","270,606","267,963","263,575","259,742"
E12000008,SOUTH EAST,Region,"9,642,942",,,,,,,,"9,053,011","8,969,638","8,893,930","8,809,382","8,731,840","8,652,784"
E06000036,Bracknell Forest,Unitary Authority,"130,806",,,,,,,,"119,553","119,078","117,979","116,552","115,100","113,696"
E06000043,Brighton and Hove,Unitary Authority,"283,870",,,,,,,,"279,796","277,351","275,999","275,494","274,051","272,952"
E06000046,Isle of Wight,Unitary Authority,"141,660",,,,,,,,"139,650","139,316","138,899","138,146","138,632","138,392"
E06000035,Medway,Unitary Authority,"292,655",,,,,,,,"277,504","276,037","273,977","271,084","268,144","264,885"
E06000042,Milton Keynes,Unitary Authority,"305,884",,,,,,,,"274,231","269,783","264,948","259,672","254,003","249,895"
E06000044,Portsmouth,Unitary Authority,"214,321",,,,,,,,"209,951","207,873","206,200","205,905","205,729","205,433"
E06000038,Reading,Unitary Authority,"182,907",,,,,,,,"171,750","169,220","166,300","163,089","159,065","155,339"
E06000039,Slough,Unitary Authority,"167,359",,,,,,,,"152,565","150,104","147,313","144,880","143,095","140,713"
E06000045,Southampton,Unitary Authority,"259,424",,,,,,,,"248,662","244,666","241,230","239,484","238,097","235,870"
E06000037,West Berkshire,Unitary Authority,"165,112",,,,,,,,"160,551","158,895","157,663","156,789","155,172","154,148"
E06000040,Windsor and Maidenhead,Unitary Authority,"158,943",,,,,,,,"152,085","150,043","148,936","147,525","146,642","145,098"
E06000041,Wokingham,Unitary Authority,"187,200",,,,,,,,"163,797","161,773","159,576","158,372","157,038","154,943"
E06000060,Buckinghamshire,Unitary Authority,"578,772",,,,,,,,"535,519","529,999","523,613","517,918","512,105","506,550"
E10000011,East Sussex,County,"560,882",,,,,,,,"543,389","540,620","537,577","533,183","530,358","527,209"
E07000061,Eastbourne,Non-metropolitan District,"104,259",,,,,,,,"102,610","101,996","101,328","100,662","99,990","99,308"
E07000062,Hastings,Non-metropolitan District,"91,219",,,,,,,,"92,347","91,795","91,356","90,994","90,493","90,173"
E07000063,Lewes,Non-metropolitan District,"102,363",,,,,,,,"100,062","99,717","99,607","99,215","98,532","97,584"
E07000064,Rother,Non-metropolitan District,"96,133",,,,,,,,"92,314","91,751","91,269","90,487","90,735","90,729"
E07000065,Wealden,Non-metropolitan District,"166,908",,,,,,,,"156,056","155,361","154,017","151,825","150,608","149,415"
E10000014,Hampshire,County,"1,447,214",,,,,,,,"1,368,397","1,358,341","1,349,948","1,339,946","1,331,572","1,322,118"
E07000084,Basingstoke and Deane,Non-metropolitan District,"193,110",,,,,,,,"178,352","176,838","175,144","173,300","171,272","168,550"
E07000085,East Hampshire,Non-metropolitan District,"129,975",,,,,,,,"118,817","118,760","118,015","117,343","116,541","116,010"
E07000086,Eastleigh,Non-metropolitan District,"142,933",,,,,,,,"128,808","128,283","128,255","127,248","126,483","125,852"
E07000087,Fareham,Non-metropolitan District,"115,428",,,,,,,,"115,102","114,480","114,156","113,410","113,033","111,931"
E07000088,Gosport,Non-metropolitan District,"82,921",,,,,,,,"84,476","83,834","83,569","83,015","83,063","82,669"
E07000089,Hart,Non-metropolitan District,"103,162",,,,,,,,"95,560","94,766","93,941","93,015","92,354","91,662"
E07000090,Havant,Non-metropolitan District,"126,985",,,,,,,,"123,043","122,189","121,514","121,105","120,964","120,783"
E07000091,New Forest,Non-metropolitan District,"176,116",,,,,,,,"177,855","177,813","177,875","177,362","177,030","176,789"
E07000092,Rushmoor,Non-metropolitan District,"105,751",,,,,,,,"99,385","97,682","97,064","96,344","95,581","94,354"
E07000093,Test Valley,Non-metropolitan District,"135,201",,,,,,,,"124,155","122,256","120,478","119,068","117,462","116,698"
E07000094,Winchester,Non-metropolitan District,"135,632",,,,,,,,"122,844","121,440","119,937","118,736","117,789","116,820"
E10000016,Kent,County,"1,639,029",,,,,,,,"1,531,022","1,517,016","1,506,187","1,490,021","1,478,262","1,466,466"
E07000105,Ashford,Non-metropolitan District,"140,936",,,,,,,,"126,327","124,580","123,682","121,850","120,191","118,405"
E07000106,Canterbury,Non-metropolitan District,"162,100",,,,,,,,"157,280","156,143","155,151","153,475","151,710","150,600"
E07000107,Dartford,Non-metropolitan District,"125,011",,,,,,,,"105,905","104,379","102,765","100,756","99,064","97,604"
E07000108,Dover,Non-metropolitan District,"119,768",,,,,,,,"113,365","112,464","112,541","111,979","111,529","111,718"
E07000112,Folkestone and Hythe,Non-metropolitan District,"112,411",,,,,,,,"109,235","108,327","108,153","107,899","108,185","108,199"
E07000109,Gravesham,Non-metropolitan District,"110,671",,,,,,,,"106,823","106,404","105,434","103,837","103,004","101,766"
E07000110,Maidstone,Non-metropolitan District,"187,767",,,,,,,,"165,953","164,112","161,567","159,308","157,457","155,764"
E07000111,Sevenoaks,Non-metropolitan District,"122,748",,,,,,,,"118,289","117,735","117,376","116,696","116,250","115,351"
E07000113,Swale,Non-metropolitan District,"158,379",,,,,,,,"145,184","142,723","140,992","139,135","137,694","136,324"
E07000114,Thanet,Non-metropolitan District,"142,691",,,,,,,,"140,373","139,668","138,695","136,916","135,730","134,402"
E07000115,Tonbridge and Malling,Non-metropolitan District,"136,853",,,,,,,,"127,090","125,712","124,603","123,006","122,046","121,087"
E07000116,Tunbridge Wells,Non-metropolitan District,"119,694",,,,,,,,"115,198","114,769","115,228","115,164","115,402","115,246"
E10000025,Oxfordshire,County,"763,218",,,,,,,,"690,541","682,571","676,621","669,390","662,243","654,791"
E07000177,Cherwell,Non-metropolitan District,"170,426",,,,,,,,"150,819","148,630","146,636","145,185","143,519","142,252"
E07000178,Oxford,Non-metropolitan District,"166,034",,,,,,,,"160,119","158,156","157,582","154,916","152,407","150,245"
E07000179,South Oxfordshire,Non-metropolitan District,"156,470",,,,,,,,"141,511","140,260","139,186","137,403","136,267","134,961"
E07000180,Vale of White Horse,Non-metropolitan District,"149,347",,,,,,,,"128,387","126,165","124,581","123,441","122,622","121,891"
E07000181,West Oxfordshire,Non-metropolitan District,"120,941",,,,,,,,"109,705","109,360","108,636","108,445","107,428","105,442"
E10000030,Surrey,County,"1,248,649",,,,,,,,"1,182,180","1,174,418","1,166,995","1,156,631","1,145,011","1,135,367"
E07000207,Elmbridge,Non-metropolitan District,"141,926",,,,,,,,"136,974","136,380","135,980","134,588","132,847","131,428"
E07000208,Epsom and Ewell,Non-metropolitan District,"83,288",,,,,,,,"79,386","78,890","78,456","77,334","76,148","75,191"
E07000209,Guildford,Non-metropolitan District,"151,359",,,,,,,,"142,891","141,577","139,706","138,627","137,893","137,580"
E07000210,Mole Valley,Non-metropolitan District,"88,709",,,,,,,,"87,642","87,459","87,408","87,233","86,366","85,637"
E07000211,Reigate and Banstead,Non-metropolitan District,"159,134",,,,,,,,"145,621","144,433","143,529","141,348","140,083","138,375"
E07000212,Runnymede,Non-metropolitan District,"92,118",,,,,,,,"84,725","83,730","82,874","82,229","81,261","80,501"
E07000213,Spelthorne,Non-metropolitan District,"107,074",,,,,,,,"100,461","99,755","99,057","98,252","97,163","95,852"
E07000214,Surrey Heath,Non-metropolitan District,"94,492",,,,,,,,"89,397","88,945","88,437","87,591","86,985","86,378"
E07000215,Tandridge,Non-metropolitan District,"90,586",,,,,,,,"85,901","85,527","85,121","84,477","83,527","83,178"
E07000216,Waverley,Non-metropolitan District,"134,284",,,,,,,,"124,949","124,436","123,839","123,121","122,173","121,754"
E07000217,Woking,Non-metropolitan District,"105,679",,,,,,,,"104,233","103,286","102,588","101,831","100,565","99,493"
E10000032,West Sussex,County,"915,037",,,,,,,,"851,868","842,534","833,969","825,301","817,521","808,919"
E07000223,Adur,Non-metropolitan District,"64,889",,,,,,,,"63,947","63,808","63,525","62,850","62,158","61,334"
E07000224,Arun,Non-metropolitan District,"170,064",,,,,,,,"159,363","157,474","155,983","154,034","152,162","149,811"
E07000225,Chichester,Non-metropolitan District,"128,934",,,,,,,,"119,711","118,447","116,870","116,120","115,042","113,995"
E07000226,Crawley,Non-metropolitan District,"124,008",,,,,,,,"114,243","112,952","111,522","110,190","108,974","107,053"
E07000227,Horsham,Non-metropolitan District,"151,521",,,,,,,,"138,257","135,832","134,201","132,807","132,145","131,540"
E07000228,Mid Sussex,Non-metropolitan District,"161,755",,,,,,,,"147,001","145,684","144,577","142,951","141,243","140,188"
E07000229,Worthing,Non-metropolitan District,"113,866",,,,,,,,"109,346","108,337","107,291","106,349","105,797","104,998"
E12000009,SOUTH WEST,Region,"5,889,695",,,,,,,,"5,526,982","5,471,487","5,422,159","5,374,783","5,336,343","5,300,831"
E06000022,Bath and North East Somerset,Unitary Authority,"200,028",,,,,,,,"185,507","182,561","180,065","178,743","176,598","175,538"
E06000058,"Bournemouth, Christchurch and Poole",Unitary Authority,"408,967",,,,,,,,"397,066","392,499","389,727","385,483","382,465","379,441"
E06000023,"Bristol, City of",Unitary Authority,"494,399",,,,,,,,"459,588","451,790","443,834","438,984","433,264","428,074"
E06000052,Cornwall,Unitary Authority,"583,289",,,,,,,,"551,203","547,334","543,778","540,061","537,411","533,760"
E06000059,Dorset,Unitary Authority,"389,947",,,,,,,,"372,416","370,728","368,694","367,651","366,572","365,897"
E06000053,Isles of Scilly,Unitary Authority,"2,366",,,,,,,,"2,236","2,238","2,188","2,214","2,249","2,224"
E06000024,North Somerset,Unitary Authority,"224,578",,,,,,,,"212,660","210,553","208,617","206,403","204,465","203,091"
E06000026,Plymouth,Unitary Authority,"272,067",,,,,,,,"264,440","263,088","261,980","259,549","257,886","256,589"
E06000066,Somerset,Unitary Authority,"588,328",,,,,,,,"554,806","548,792","544,312","539,465","535,842","531,581"
E06000025,South Gloucestershire,Unitary Authority,"306,332",,,,,,,,"275,808","272,189","269,840","268,167","265,741","263,417"
E06000030,Swindon,Unitary Authority,"243,875",,,,,,,,"224,498","221,805","218,998","215,994","212,801","209,709"
E06000027,Torbay,Unitary Authority,"140,126",,,,,,,,"136,172","135,052","134,217","132,920","131,806","131,193"
E06000054,Wiltshire,Unitary Authority,"523,700",,,,,,,,"492,706","488,377","484,344","479,505","476,806","474,319"
E10000008,Devon,County,"842,313",,,,,,,,"773,800","766,810","760,234","754,431","751,136","747,709"
E07000040,East Devon,Non-metropolitan District,"158,239",,,,,,,,"140,917","138,588","136,571","134,763","134,117","133,272"
E07000041,Exeter,Non-metropolitan District,"138,399",,,,,,,,"123,347","121,583","119,789","118,994","117,980","117,063"
E07000042,Mid Devon,Non-metropolitan District,"84,993",,,,,,,,"79,448","79,167","78,969","78,572","78,318","77,936"
E07000043,North Devon,Non-metropolitan District,"101,222",,,,,,,,"94,407","93,859","93,740","93,610","93,742","93,976"
E07000044,South Hams,Non-metropolitan District,"92,148",,,,,,,,"84,554","84,616","84,221","83,867","83,523","83,563"
E07000045,Teignbridge,Non-metropolitan District,"138,548",,,,,,,,"129,668","128,566","127,236","125,754","124,830","124,271"
E07000046,Torridge,Non-metropolitan District,"69,841",,,,,,,,"66,512","65,808","65,306","64,860","64,688","63,973"
E07000047,West Devon,Non-metropolitan District,"58,923",,,,,,,,"54,947","54,623","54,402","54,011","53,938","53,655"
E10000013,Gloucestershire,County,"669,380",,,,,,,,"624,076","617,671","611,331","605,213","601,301","598,289"
E07000078,Cheltenham,Non-metropolitan District,"121,739",,,,,,,,"118,953","117,693","117,094","116,164","116,018","115,645"
E07000079,Cotswold,Non-metropolitan District,"91,661",,,,,,,,"85,994","85,293","84,656","83,986","83,483","83,180"
E07000080,Forest of Dean,Non-metropolitan District,"89,753",,,,,,,,"85,135","84,335","83,377","82,672","82,437","82,200"
E07000081,Gloucester,Non-metropolitan District,"138,598",,,,,,,,"129,716","128,032","126,167","124,947","123,467","121,921"
E07000082,Stroud,Non-metropolitan District,"125,680",,,,,,,,"117,213","116,770","115,211","113,895","113,328","113,074"
E07000083,Tewkesbury,Non-metropolitan District,"101,949",,,,,,,,"87,065","85,548","84,826","83,549","82,568","82,269"
W92000004,WALES,Country,"3,186,581",,,,,,,,"3,077,165","3,072,739","3,073,788","3,071,058","3,070,928","3,063,758"
W06000001,Isle of Anglesey,Unitary Authority,"69,097",,,,,,,,"68,826","69,415","69,761","69,880","69,964","69,913"
W06000002,Gwynedd,Unitary Authority,"120,813",,,,,,,,"118,958","119,632","119,796","120,403","121,439","121,523"
W06000003,Conwy,Unitary Authority,"114,891",,,,,,,,"115,391","115,380","115,700","115,313","115,432","115,326"
W06000004,Denbighshire,Unitary Authority,"98,202",,,,,,,,"94,723","94,691","94,670","94,378","94,119","93,919"
W06000005,Flintshire,Unitary Authority,"155,867",,,,,,,,"154,166","153,688","153,439","152,906","152,660","152,666"
W06000006,Wrexham,Unitary Authority,"138,245",,,,,,,,"135,354","135,565","135,983","135,861","135,589","135,070"
W06000023,Powys,Unitary Authority,"135,059",,,,,,,,"132,531","132,945","132,809","132,719","133,146","133,071"
W06000008,Ceredigion,Unitary Authority,"72,599",,,,,,,,"72,900","73,724","75,197","76,087","76,215","75,293"
W06000009,Pembrokeshire,Unitary Authority,"125,761",,,,,,,,"121,438","121,721","122,148","122,302","122,621","122,613"
W06000010,Carmarthenshire,Unitary Authority,"190,800",,,,,,,,"184,985","184,404","184,349","184,252","184,206","183,961"
W06000011,Swansea,Unitary Authority,"251,304",,,,,,,,"239,300","239,354","239,228","239,237","239,197","238,691"
W06000012,Neath Port Talbot,Unitary Authority,"143,249",,,,,,,,"141,000","139,704","139,439","139,093","139,694","139,880"
W06000013,Bridgend,Unitary Authority,"147,530",,,,,,,,"142,887","142,177","141,333","140,579","139,985","139,410"
W06000014,Vale of Glamorgan,Unitary Authority,"135,743",,,,,,,,"127,082","126,261","126,714","126,458","126,703","126,679"
W06000015,Cardiff,Unitary Authority,"383,919",,,,,,,,"352,982","351,600","350,949","349,982","348,084","345,442"
W06000016,Rhondda Cynon Taf,Unitary Authority,"242,844",,,,,,,,"235,567","235,233","235,284","235,145","235,271","234,373"
W06000024,Merthyr Tydfil,Unitary Authority,"58,972",,,,,,,,"59,247","58,922","58,859","58,791","58,869","58,851"
W06000018,Caerphilly,Unitary Authority,"176,865",,,,,,,,"178,013","178,269","178,513","178,236","178,563","178,782"
W06000019,Blaenau Gwent,Unitary Authority,"67,873",,,,,,,,"68,135","68,395","68,737","69,186","69,589","69,812"
W06000020,Torfaen,Unitary Authority,"94,119",,,,,,,,"90,730","90,844","90,866","90,842","91,199","91,190"
W06000021,Monmouthshire,Unitary Authority,"94,930",,,,,,,,"92,024","91,867","91,864","91,822","91,623","91,508"
W06000022,Newport,Unitary Authority,"167,899",,,,,,,,"150,926","148,948","148,150","147,586","146,760","145,785"
S92000003,SCOTLAND,Country,"5,546,900",,,,,,,,"5,373,600","5,350,600","5,331,400","5,316,800","5,308,200","5,299,900"
S12000033,Aberdeen City,Council area,"231,780",,,,,,,,"225,340","226,680","226,170","225,260","224,040","222,460"
S12000034,Aberdeenshire,Council area,"265,080",,,,,,,,"263,460","263,250","261,350","258,130","255,750","253,650"
S12000041,Angus,Council area,"114,810",,,,,,,,"116,450","116,870","116,550","116,170","116,110","116,200"
S12000035,Argyll and Bute,Council area,"87,690",,,,,,,,"88,230","87,850","88,450","88,470","87,170","88,930"
S12000036,City of Edinburgh,Council area,"530,680",,,,,,,,"496,200","490,280","485,270","482,650","480,420","477,940"
S12000005,Clackmannanshire,Council area,"52,110",,,,,,,,"51,540","51,560","51,390","51,400","51,350","51,500"
S12000006,Dumfries and Galloway,Council area,"145,860",,,,,,,,"148,390","148,820","149,490","149,960","150,660","151,410"
S12000042,Dundee City,Council area,"149,880",,,,,,,,"147,220","147,320","147,360","147,560","147,560","147,200"
S12000008,East Ayrshire,Council area,"121,480",,,,,,,,"121,580","121,620","121,870","122,270","122,620","122,690"
S12000045,East Dunbartonshire,Council area,"109,970",,,,,,,,"107,830","107,350","106,930","105,970","105,910","105,000"
S12000010,East Lothian,Council area,"115,180",,,,,,,,"105,170","104,110","102,880","101,900","101,080","99,920"
S12000011,East Renfrewshire,Council area,"99,830",,,,,,,,"93,880","93,090","92,530","91,660","91,060","90,810"
S12000014,Falkirk,Council area,"160,020",,,,,,,,"158,660","157,880","157,270","156,860","156,580","156,250"
S12000047,Fife,Council area,"374,760",,,,,,,,"368,830","367,020","366,370","366,350","365,950","365,300"
S12000049,Glasgow City,Council area,"650,300",,,,,,,,"600,820","595,200","592,400","592,090","593,080","593,060"
S12000017,Highland,Council area,"237,290",,,,,,,,"234,570","234,060","233,180","233,080","233,000","232,730"
S12000018,Inverclyde,Council area,"78,880",,,,,,,,"80,110","80,340","80,540","80,870","80,990","81,220"
S12000019,Midlothian,Council area,"99,880",,,,,,,,"89,470","88,180","86,880","85,120","84,390","83,450"
S12000020,Moray,Council area,"95,010",,,,,,,,"95,110","94,800","94,180","93,940","92,720","93,470"
S12000013,Na h-Eileanan Siar,Council area,"26,020",,,,,,,,"26,700","26,930","27,180","27,350","27,540","27,690"
S12000021,North Ayrshire,Council area,"134,010",,,,,,,,"135,950","136,220","136,670","137,100","137,640","138,090"
S12000050,North Lanarkshire,Council area,"344,540",,,,,,,,"339,740","338,750","338,440","338,000","337,990","337,720"
S12000023,Orkney Islands,Council area,"22,020",,,,,,,,"21,640","21,520","21,510","21,510","21,500","21,420"
S12000048,Perth and Kinross,Council area,"154,420",,,,,,,,"149,170","148,490","147,800","147,010","147,260","146,850"
S12000038,Renfrewshire,Council area,"189,170",,,,,,,,"177,400","175,900","175,280","174,600","174,660","174,700"
S12000026,Scottish Borders,Council area,"116,980",,,,,,,,"115,460","114,890","114,760","114,350","113,940","113,880"
S12000027,Shetland Islands,Council area,"23,190",,,,,,,,"23,240","23,370","23,330","23,180","23,200","23,240"
S12000028,South Ayrshire,Council area,"112,260",,,,,,,,"112,200","112,260","112,440","112,710","112,900","112,980"
S12000029,South Lanarkshire,Council area,"334,030",,,,,,,,"319,050","318,110","316,770","315,810","314,770","313,900"
S12000030,Stirling,Council area,"94,210",,,,,,,,"91,600","90,890","90,150","90,290","90,460","90,330"
S12000039,West Dunbartonshire,Council area,"89,120",,,,,,,,"90,260","89,930","89,950","89,980","90,420","90,610"
S12000040,West Lothian,Council area,"186,440",,,,,,,,"178,330","177,060","176,060","175,200","175,480","175,300"
N92000002,NORTHERN IRELAND,Country,"1,927,855",,,,,,,,"1,866,042","1,854,943","1,843,186","1,831,677","1,824,603","1,814,318"
N09000001,Antrim and Newtownabbey,Local Government District,"148,100",,,,,,,,"142,138","141,364","140,682","140,042","139,397","138,651"
N09000002,"Armagh City, Banbridge and Craigavon",Local Government District,"222,511",,,,,,,,"210,924","208,339","206,141","204,072","202,560","200,298"
N09000003,Belfast,Local Government District,"352,390",,,,,,,,"341,111","340,194","337,872","335,881","334,322","333,895"
N09000004,Causeway Coast and Glens,Local Government District,"141,954",,,,,,,,"142,158","142,052","141,453","141,100","141,147","140,907"
N09000005,Derry City and Strabane,Local Government District,"152,383",,,,,,,,"150,259","149,589","149,307","148,721","148,666","148,191"
N09000006,Fermanagh and Omagh,Local Government District,"117,687",,,,,,,,"115,456","115,057","114,785","114,219","114,162","113,501"
N09000007,Lisburn and Castlereagh,Local Government District,"151,669",,,,,,,,"142,088","140,938","139,186","137,201","136,498","135,280"
N09000008,Mid and East Antrim,Local Government District,"139,913",,,,,,,,"137,718","137,085","136,610","135,983","135,837","135,365"
N09000009,Mid Ulster,Local Government District,"152,718",,,,,,,,"145,874","144,404","143,217","141,551","140,466","139,011"
N09000010,"Newry, Mourne and Down",Local Government District,"183,115",,,,,,,,"178,017","176,559","175,557","174,951","173,754","172,276"
N09000011,Ards and North Down,Local Government District,"165,415",,,,,,,,"160,299","159,362","158,376","157,956","157,794","156,943"
